,v1,v2,latitude,longitude,degradation_state
35236,09-002547,02-4-11748,12.273,-119.737,
35237,09-003050,02-4-11746,12.659,-119.216,
35238,09-003265,02-4-11749,12.495,-119.91,
35239,09-002547,02-4-11748,12.273,-119.737,
35240,09-000900,02-1-05833,12.375,-120.759,
35241,09-001792,02-4-12086,12.05,-120.491,
35242,09-000768,02-1-05836,12.049,-120.471,
35243,09-000900,02-1-05833,12.375,-120.759,
35244,09-001792,02-4-12086,12.05,-120.491,
35245,09-000768,02-1-05836,12.049,-120.471,
35246,09-000900,02-1-05833,12.375,-120.759,
35247,09-001792,02-4-12086,12.05,-120.491,
35248,09-000768,02-1-05836,12.049,-120.471,
35249,09-000900,02-1-05833,12.375,-120.759,
35250,09-001792,02-4-12086,12.05,-120.491,
35251,09-000768,02-1-05836,12.049,-120.471,
35252,09-003296,02-1-05829,12.944,-121.388,
35253,09-001203,02-1-05831,12.827,-121.164,
35254,09-001167,02-1-05825,12.596,-121.835,
35255,09-001191,02-1-05832,12.389,-121.163,
35256,09-000751,02-1-05826,12.321,-121.464,
35257,09-003119,02-1-05824,12.247,-121.769,
35258,09-000494,02-1-05823,12.234,-121.985,
35259,09-003296,02-1-05829,12.944,-121.388,
35260,09-001203,02-1-05831,12.827,-121.164,
35261,09-001167,02-1-05825,12.596,-121.835,
35262,09-001191,02-1-05832,12.389,-121.163,
35263,09-000751,02-1-05826,12.321,-121.464,
35264,09-003119,02-1-05824,12.247,-121.769,
35265,09-000494,02-1-05823,12.234,-121.985,
35266,09-003296,02-1-05829,12.944,-121.388,
35267,09-001203,02-1-05831,12.827,-121.164,
35268,09-001167,02-1-05825,12.596,-121.835,
35269,09-001191,02-1-05832,12.389,-121.163,
35270,09-000751,02-1-05826,12.321,-121.464,
35271,09-003119,02-1-05824,12.247,-121.769,
35272,09-000494,02-1-05823,12.234,-121.985,
35273,09-003296,02-1-05829,12.944,-121.388,
35274,09-001203,02-1-05831,12.827,-121.164,
35275,09-001167,02-1-05825,12.596,-121.835,
35276,09-001191,02-1-05832,12.389,-121.163,
35277,09-000751,02-1-05826,12.321,-121.464,
35278,09-003119,02-1-05824,12.247,-121.769,
35279,09-000494,02-1-05823,12.234,-121.985,
35280,09-002341,02-4-11659,12.918,-122.875,
35281,09-000998,02-1-05827,12.831,-122.014,
35282,09-001499,02-1-05818,12.524,-122.85,
35283,09-000356,02-1-05820,12.345,-122.101,4
35284,09-000755,,12.225,-122.038,#N/A
35285,09-002827,02-1-05821,12.158,-122.129,
35286,09-002341,02-4-11659,12.918,-122.875,
35287,09-000998,02-1-05827,12.831,-122.014,
35288,09-001499,02-1-05818,12.524,-122.85,
35289,09-000356,02-1-05820,12.345,-122.101,4
35290,09-000755,,12.225,-122.038,#N/A
35291,09-002827,02-1-05821,12.158,-122.129,
35292,09-002341,02-4-11659,12.918,-122.875,
35293,09-000998,02-1-05827,12.831,-122.014,
35294,09-001499,02-1-05818,12.524,-122.85,
35295,09-000356,02-1-05820,12.345,-122.101,4
35296,09-000755,,12.225,-122.038,#N/A
35297,09-002827,02-1-05821,12.158,-122.129,
35298,09-002341,02-4-11659,12.918,-122.875,
35299,09-000998,02-1-05827,12.831,-122.014,
35300,09-001499,02-1-05818,12.524,-122.85,
35301,09-000356,02-1-05820,12.345,-122.101,4
35302,09-000755,,12.225,-122.038,#N/A
35303,09-002827,02-1-05821,12.158,-122.129,
35304,09-002597,02-4-11778,12.696,-127.654,
35305,09-001721,02-1-05799,12.384,-127.652,
35306,09-002597,02-4-11778,12.696,-127.654,
35307,09-001721,02-1-05799,12.384,-127.652,
35308,09-002597,02-4-11778,12.696,-127.654,
35309,09-001721,02-1-05799,12.384,-127.652,
35310,09-002597,02-4-11778,12.696,-127.654,
35311,09-001721,02-1-05799,12.384,-127.652,
35312,09-001066,02-1-05796,12.622,-133.922,
35313,09-001066,02-1-05796,12.622,-133.922,
35314,09-001066,02-1-05796,12.622,-133.922,
35315,09-001066,02-1-05796,12.622,-133.922,
35316,09-001357,02-1-05797,12.143,-134.141,
35317,09-001357,02-1-05797,12.143,-134.141,
35318,09-001357,02-1-05797,12.143,-134.141,
35319,09-001357,02-1-05797,12.143,-134.141,
35320,09-002438,02-4-11710,12.94,-90.251,
35321,09-000951,02-1-05872,12.916,-90.727,
35322,09-002515,02-4-11711,12.893,-90.266,
35323,09-000831,02-1-05871,12.884,-90.462,
35324,09-001945,02-1-05873,12.857,-90.75,
35325,09-000069,02-1-05870,12.756,-90.472,3
35326,09-000803,02-1-05874,12.719,-90.904,
35327,09-001725,02-1-05869,12.429,-90.702,
35328,09-001179,02-2-00156,12.374,-90.707,
35329,09-000626,02-1-05868,12.248,-90.071,
35330,09-002438,02-4-11710,12.94,-90.251,
35331,09-000951,02-1-05872,12.916,-90.727,
35332,09-002515,02-4-11711,12.893,-90.266,
35333,09-000831,02-1-05871,12.884,-90.462,
35334,09-001945,02-1-05873,12.857,-90.75,
35335,09-000069,02-1-05870,12.756,-90.472,3
35336,09-000803,02-1-05874,12.719,-90.904,
35337,09-001725,02-1-05869,12.429,-90.702,
35338,09-001179,02-2-00156,12.374,-90.707,
35339,09-000626,02-1-05868,12.248,-90.071,
35340,09-002438,02-4-11710,12.94,-90.251,
35341,09-000951,02-1-05872,12.916,-90.727,
35342,09-002515,02-4-11711,12.893,-90.266,
35343,09-000831,02-1-05871,12.884,-90.462,
35344,09-001945,02-1-05873,12.857,-90.75,
35345,09-000069,02-1-05870,12.756,-90.472,3
35346,09-000803,02-1-05874,12.719,-90.904,
35347,09-001725,02-1-05869,12.429,-90.702,
35348,09-001179,02-2-00156,12.374,-90.707,
35349,09-000626,02-1-05868,12.248,-90.071,
35350,09-002438,02-4-11710,12.94,-90.251,
35351,09-000951,02-1-05872,12.916,-90.727,
35352,09-002515,02-4-11711,12.893,-90.266,
35353,09-000831,02-1-05871,12.884,-90.462,
35354,09-001945,02-1-05873,12.857,-90.75,
35355,09-000069,02-1-05870,12.756,-90.472,3
35356,09-000803,02-1-05874,12.719,-90.904,
35357,09-001725,02-1-05869,12.429,-90.702,
35358,09-001179,02-2-00156,12.374,-90.707,
35359,09-000626,02-1-05868,12.248,-90.071,
35360,09-001303,02-1-05866,12.637,-94.095,
35361,09-001303,02-1-05866,12.637,-94.095,
35362,09-001303,02-1-05866,12.637,-94.095,
35363,09-001303,02-1-05866,12.637,-94.095,
35364,09-001070,02-3-00273,12.982,-98.023,
35365,09-001070,02-3-00273,12.982,-98.023,
35366,09-001070,02-3-00273,12.982,-98.023,
35367,09-001070,02-3-00273,12.982,-98.023,
35368,15-001588,14-1-08456,12.62,162.164,
35369,15-007035,14-4-12881,12.608,162.504,
35370,15-003061,14-4-12756,12.366,162.551,
35371,15-000781,14-1-09254,12.363,162.622,2
35372,15-001764,14-1-09249,12.263,162.391,
35373,15-001572,14-1-09253,12.159,162.985,
35374,15-001588,14-1-08456,12.62,162.164,
35375,15-007035,14-4-12881,12.608,162.504,
35376,15-003061,14-4-12756,12.366,162.551,
35377,15-000781,14-1-09254,12.363,162.622,2
35378,15-001764,14-1-09249,12.263,162.391,
35379,15-001572,14-1-09253,12.159,162.985,
35380,15-001588,14-1-08456,12.62,162.164,
35381,15-007035,14-4-12881,12.608,162.504,
35382,15-003061,14-4-12756,12.366,162.551,
35383,15-000781,14-1-09254,12.363,162.622,2
35384,15-001764,14-1-09249,12.263,162.391,
35385,15-001572,14-1-09253,12.159,162.985,
35386,15-001588,14-1-08456,12.62,162.164,
35387,15-007035,14-4-12881,12.608,162.504,
35388,15-003061,14-4-12756,12.366,162.551,
35389,15-000781,14-1-09254,12.363,162.622,2
35390,15-001764,14-1-09249,12.263,162.391,
35391,15-001572,14-1-09253,12.159,162.985,
35392,15-002677,14-1-09251,12.476,163.039,
35393,15-000028,14-1-09263,12.418,163.855,1
35394,15-001775,14-1-09252,12.31,163.058,
35395,15-005929,14-4-12760,12.12,163.849,
35396,15-004066,14-4-12758,12.055,163.395,
35397,15-002677,14-1-09251,12.476,163.039,
35398,15-000028,14-1-09263,12.418,163.855,1
35399,15-001775,14-1-09252,12.31,163.058,
35400,15-005929,14-4-12760,12.12,163.849,
35401,15-004066,14-4-12758,12.055,163.395,
35402,15-002677,14-1-09251,12.476,163.039,
35403,15-000028,14-1-09263,12.418,163.855,1
35404,15-001775,14-1-09252,12.31,163.058,
35405,15-005929,14-4-12760,12.12,163.849,
35406,15-004066,14-4-12758,12.055,163.395,
35407,15-002677,14-1-09251,12.476,163.039,
35408,15-000028,14-1-09263,12.418,163.855,1
35409,15-001775,14-1-09252,12.31,163.058,
35410,15-005929,14-4-12760,12.12,163.849,
35411,15-004066,14-4-12758,12.055,163.395,
35412,15-001284,14-1-08442,12.866,164.627,
35413,15-004991,14-4-12873,12.687,164.529,
35414,15-003806,14-4-12874,12.679,164.508,
35415,15-000727,14-1-08443,12.57,164.506,2
35416,15-002843,14-4-12769,12.373,164.989,
35417,15-007099,14-4-12762,12.277,164.101,
35418,15-007093,14-4-12761,12.134,164.029,
35419,15-005263,14-1-09264,12.106,164.173,
35420,15-006352,14-4-12764,12.027,164.061,
35421,15-001284,14-1-08442,12.866,164.627,
35422,15-004991,14-4-12873,12.687,164.529,
35423,15-003806,14-4-12874,12.679,164.508,
35424,15-000727,14-1-08443,12.57,164.506,2
35425,15-002843,14-4-12769,12.373,164.989,
35426,15-007099,14-4-12762,12.277,164.101,
35427,15-007093,14-4-12761,12.134,164.029,
35428,15-005263,14-1-09264,12.106,164.173,
35429,15-006352,14-4-12764,12.027,164.061,
35430,15-001284,14-1-08442,12.866,164.627,
35431,15-004991,14-4-12873,12.687,164.529,
35432,15-003806,14-4-12874,12.679,164.508,
35433,15-000727,14-1-08443,12.57,164.506,2
35434,15-002843,14-4-12769,12.373,164.989,
35435,15-007099,14-4-12762,12.277,164.101,
35436,15-007093,14-4-12761,12.134,164.029,
35437,15-005263,14-1-09264,12.106,164.173,
35438,15-006352,14-4-12764,12.027,164.061,
35439,15-001284,14-1-08442,12.866,164.627,
35440,15-004991,14-4-12873,12.687,164.529,
35441,15-003806,14-4-12874,12.679,164.508,
35442,15-000727,14-1-08443,12.57,164.506,2
35443,15-002843,14-4-12769,12.373,164.989,
35444,15-007099,14-4-12762,12.277,164.101,
35445,15-007093,14-4-12761,12.134,164.029,
35446,15-005263,14-1-09264,12.106,164.173,
35447,15-006352,14-4-12764,12.027,164.061,
35448,15-007277,14-4-12870,12.889,165.94,
35449,15-005808,14-4-12871,12.543,165.415,
35450,15-002533,14-1-09265,12.362,165.014,
35451,15-005678,14-4-12768,12.041,165.256,
35452,15-007277,14-4-12870,12.889,165.94,
35453,15-005808,14-4-12871,12.543,165.415,
35454,15-002533,14-1-09265,12.362,165.014,
35455,15-005678,14-4-12768,12.041,165.256,
35456,15-007277,14-4-12870,12.889,165.94,
35457,15-005808,14-4-12871,12.543,165.415,
35458,15-002533,14-1-09265,12.362,165.014,
35459,15-005678,14-4-12768,12.041,165.256,
35460,15-007277,14-4-12870,12.889,165.94,
35461,15-005808,14-4-12871,12.543,165.415,
35462,15-002533,14-1-09265,12.362,165.014,
35463,15-005678,14-4-12768,12.041,165.256,
35464,15-006810,14-4-12868,12.686,166.23,
35465,15-006602,14-4-12866,12.613,166.958,
35466,15-003187,14-1-08434,12.556,166.33,
35467,15-003232,14-1-08435,12.533,166.453,
35468,15-001961,14-1-09268,12.301,166.539,
35469,15-001869,14-1-09266,12.283,166.095,
35470,15-005008,14-1-09270,12.174,166.928,
35471,15-006810,14-4-12868,12.686,166.23,
35472,15-006602,14-4-12866,12.613,166.958,
35473,15-003187,14-1-08434,12.556,166.33,
35474,15-003232,14-1-08435,12.533,166.453,
35475,15-001961,14-1-09268,12.301,166.539,
35476,15-001869,14-1-09266,12.283,166.095,
35477,15-005008,14-1-09270,12.174,166.928,
35478,15-006810,14-4-12868,12.686,166.23,
35479,15-006602,14-4-12866,12.613,166.958,
35480,15-003187,14-1-08434,12.556,166.33,
35481,15-003232,14-1-08435,12.533,166.453,
35482,15-001961,14-1-09268,12.301,166.539,
35483,15-001869,14-1-09266,12.283,166.095,
35484,15-005008,14-1-09270,12.174,166.928,
35485,15-006810,14-4-12868,12.686,166.23,
35486,15-006602,14-4-12866,12.613,166.958,
35487,15-003187,14-1-08434,12.556,166.33,
35488,15-003232,14-1-08435,12.533,166.453,
35489,15-001961,14-1-09268,12.301,166.539,
35490,15-001869,14-1-09266,12.283,166.095,
35491,15-005008,14-1-09270,12.174,166.928,
35492,15-003676,14-4-12858,12.945,168.422,
35493,15-001639,14-4-12859,12.859,168.475,
35494,15-003583,14-1-08423,12.781,168.105,
35495,15-002807,14-4-12857,12.534,168.592,
35496,15-001722,14-3-00189,12.385,168.984,
35497,15-000205,,12.134,168.705,#N/A
35498,15-003676,14-4-12858,12.945,168.422,
35499,15-001639,14-4-12859,12.859,168.475,
35500,15-003583,14-1-08423,12.781,168.105,
35501,15-002807,14-4-12857,12.534,168.592,
35502,15-001722,14-3-00189,12.385,168.984,
35503,15-000205,,12.134,168.705,#N/A
35504,15-003676,14-4-12858,12.945,168.422,
35505,15-001639,14-4-12859,12.859,168.475,
35506,15-003583,14-1-08423,12.781,168.105,
35507,15-002807,14-4-12857,12.534,168.592,
35508,15-001722,14-3-00189,12.385,168.984,
35509,15-000205,,12.134,168.705,#N/A
35510,15-003676,14-4-12858,12.945,168.422,
35511,15-001639,14-4-12859,12.859,168.475,
35512,15-003583,14-1-08423,12.781,168.105,
35513,15-002807,14-4-12857,12.534,168.592,
35514,15-001722,14-3-00189,12.385,168.984,
35515,15-000205,,12.134,168.705,#N/A
35516,15-001211,14-1-08399,12.926,171.895,
35517,15-005705,14-4-12855,12.807,171.622,
35518,15-000866,14-1-08400,12.546,171.45,2
35519,15-002871,14-1-09291,12.43,171.501,
35520,15-000936,14-1-09292,12.311,171.442,3
35521,15-001319,14-1-09293,12.287,171.49,
35522,15-001211,14-1-08399,12.926,171.895,
35523,15-005705,14-4-12855,12.807,171.622,
35524,15-000866,14-1-08400,12.546,171.45,2
35525,15-002871,14-1-09291,12.43,171.501,
35526,15-000936,14-1-09292,12.311,171.442,3
35527,15-001319,14-1-09293,12.287,171.49,
35528,15-001211,14-1-08399,12.926,171.895,
35529,15-005705,14-4-12855,12.807,171.622,
35530,15-000866,14-1-08400,12.546,171.45,2
35531,15-002871,14-1-09291,12.43,171.501,
35532,15-000936,14-1-09292,12.311,171.442,3
35533,15-001319,14-1-09293,12.287,171.49,
35534,15-001211,14-1-08399,12.926,171.895,
35535,15-005705,14-4-12855,12.807,171.622,
35536,15-000866,14-1-08400,12.546,171.45,2
35537,15-002871,14-1-09291,12.43,171.501,
35538,15-000936,14-1-09292,12.311,171.442,3
35539,15-001319,14-1-09293,12.287,171.49,
35540,15-000303,14-1-08397,12.899,172.52,3
35541,15-000303,14-1-08397,12.899,172.52,3
35542,15-000303,14-1-08397,12.899,172.52,3
35543,15-000303,14-1-08397,12.899,172.52,3
35544,15-000053,14-1-08392,12.816,174.893,3
35545,15-003513,14-4-12844,12.503,174.573,
35546,15-001911,14-1-09303,12.46,174.529,
35547,15-000059,,12.334,174.124,#N/A
35548,15-002703,14-1-09304,12.219,174.831,
35549,15-000053,14-1-08392,12.816,174.893,3
35550,15-003513,14-4-12844,12.503,174.573,
35551,15-001911,14-1-09303,12.46,174.529,
35552,15-000059,,12.334,174.124,#N/A
35553,15-002703,14-1-09304,12.219,174.831,
35554,15-000053,14-1-08392,12.816,174.893,3
35555,15-003513,14-4-12844,12.503,174.573,
35556,15-001911,14-1-09303,12.46,174.529,
35557,15-000059,,12.334,174.124,#N/A
35558,15-002703,14-1-09304,12.219,174.831,
35559,15-000053,14-1-08392,12.816,174.893,3
35560,15-003513,14-4-12844,12.503,174.573,
35561,15-001911,14-1-09303,12.46,174.529,
35562,15-000059,,12.334,174.124,#N/A
35563,15-002703,14-1-09304,12.219,174.831,
35564,15-000711,14-1-08388,12.911,175.505,2
35565,15-000598,14-1-08389,12.779,175.351,2
35566,15-004014,14-4-12841,12.404,175.881,
35567,15-006985,14-4-12798,12.378,175.229,
35568,15-004502,14-4-12797,12.339,175.285,
35569,15-002732,14-4-12803,12.277,175.762,
35570,15-001175,14-1-09309,12.143,175.918,
35571,15-004946,14-4-12800,12.088,175.408,
35572,15-001525,14-1-09307,12.063,175.237,
35573,15-006365,14-4-12801,12.06,175.392,
35574,15-000711,14-1-08388,12.911,175.505,2
35575,15-000598,14-1-08389,12.779,175.351,2
35576,15-004014,14-4-12841,12.404,175.881,
35577,15-006985,14-4-12798,12.378,175.229,
35578,15-004502,14-4-12797,12.339,175.285,
35579,15-002732,14-4-12803,12.277,175.762,
35580,15-001175,14-1-09309,12.143,175.918,
35581,15-004946,14-4-12800,12.088,175.408,
35582,15-001525,14-1-09307,12.063,175.237,
35583,15-006365,14-4-12801,12.06,175.392,
35584,15-000711,14-1-08388,12.911,175.505,2
35585,15-000598,14-1-08389,12.779,175.351,2
35586,15-004014,14-4-12841,12.404,175.881,
35587,15-006985,14-4-12798,12.378,175.229,
35588,15-004502,14-4-12797,12.339,175.285,
35589,15-002732,14-4-12803,12.277,175.762,
35590,15-001175,14-1-09309,12.143,175.918,
35591,15-004946,14-4-12800,12.088,175.408,
35592,15-001525,14-1-09307,12.063,175.237,
35593,15-006365,14-4-12801,12.06,175.392,
35594,15-000711,14-1-08388,12.911,175.505,2
35595,15-000598,14-1-08389,12.779,175.351,2
35596,15-004014,14-4-12841,12.404,175.881,
35597,15-006985,14-4-12798,12.378,175.229,
35598,15-004502,14-4-12797,12.339,175.285,
35599,15-002732,14-4-12803,12.277,175.762,
35600,15-001175,14-1-09309,12.143,175.918,
35601,15-004946,14-4-12800,12.088,175.408,
35602,15-001525,14-1-09307,12.063,175.237,
35603,15-006365,14-4-12801,12.06,175.392,
35604,15-000320,14-1-08366,12.904,179.749,3
35605,15-002054,14-1-09333,12.45,179.904,
35606,15-002545,14-1-09332,12.342,179.761,
35607,15-004299,14-4-12819,12.341,179.366,
35608,15-003461,14-1-09327,12.28,179.345,
35609,15-004360,14-4-12820,12.236,179.523,
35610,15-001391,14-1-09331,12.228,179.67,
35611,15-002979,14-1-09334,12.211,179.351,
35612,15-003690,14-4-12822,12.137,179.275,
35613,15-000320,14-1-08366,12.904,179.749,3
35614,15-002054,14-1-09333,12.45,179.904,
35615,15-002545,14-1-09332,12.342,179.761,
35616,15-004299,14-4-12819,12.341,179.366,
35617,15-003461,14-1-09327,12.28,179.345,
35618,15-004360,14-4-12820,12.236,179.523,
35619,15-001391,14-1-09331,12.228,179.67,
35620,15-002979,14-1-09334,12.211,179.351,
35621,15-003690,14-4-12822,12.137,179.275,
35622,15-000320,14-1-08366,12.904,179.749,3
35623,15-002054,14-1-09333,12.45,179.904,
35624,15-002545,14-1-09332,12.342,179.761,
35625,15-004299,14-4-12819,12.341,179.366,
35626,15-003461,14-1-09327,12.28,179.345,
35627,15-004360,14-4-12820,12.236,179.523,
35628,15-001391,14-1-09331,12.228,179.67,
35629,15-002979,14-1-09334,12.211,179.351,
35630,15-003690,14-4-12822,12.137,179.275,
35631,15-000320,14-1-08366,12.904,179.749,3
35632,15-002054,14-1-09333,12.45,179.904,
35633,15-002545,14-1-09332,12.342,179.761,
35634,15-004299,14-4-12819,12.341,179.366,
35635,15-003461,14-1-09327,12.28,179.345,
35636,15-004360,14-4-12820,12.236,179.523,
35637,15-001391,14-1-09331,12.228,179.67,
35638,15-002979,14-1-09334,12.211,179.351,
35639,15-003690,14-4-12822,12.137,179.275,
35640,09-000390,02-1-05450,13.42,-101.725,3
35641,09-002816,02-4-11701,13.173,-101.399,
35642,09-000390,02-1-05450,13.42,-101.725,3
35643,09-002816,02-4-11701,13.173,-101.399,
35644,09-000390,02-1-05450,13.42,-101.725,3
35645,09-002816,02-4-11701,13.173,-101.399,
35646,09-000390,02-1-05450,13.42,-101.725,3
35647,09-002816,02-4-11701,13.173,-101.399,
35648,09-001040,02-2-00148,13.875,-102.837,
35649,09-001377,02-4-11700,13.198,-102.96,
35650,09-001040,02-2-00148,13.875,-102.837,
35651,09-001377,02-4-11700,13.198,-102.96,
35652,09-001040,02-2-00148,13.875,-102.837,
35653,09-001377,02-4-11700,13.198,-102.96,
35654,09-001040,02-2-00148,13.875,-102.837,
35655,09-001377,02-4-11700,13.198,-102.96,
35656,09-002181,02-1-05458,13.653,-110.139,
35657,09-002181,02-1-05458,13.653,-110.139,
35658,09-002181,02-1-05458,13.653,-110.139,
35659,09-002181,02-1-05458,13.653,-110.139,
35660,09-000061,02-1-05464,13.601,-114.871,3
35661,09-001170,02-1-05463,13.35,-114.751,
35662,09-000061,02-1-05464,13.601,-114.871,3
35663,09-001170,02-1-05463,13.35,-114.751,
35664,09-000061,02-1-05464,13.601,-114.871,3
35665,09-001170,02-1-05463,13.35,-114.751,
35666,09-000061,02-1-05464,13.601,-114.871,3
35667,09-001170,02-1-05463,13.35,-114.751,
35668,09-000936,02-1-05465,13.783,-115.302,
35669,09-000936,02-1-05465,13.783,-115.302,
35670,09-000936,02-1-05465,13.783,-115.302,
35671,09-000936,02-1-05465,13.783,-115.302,
35672,09-000456,02-2-00146,13.936,-118.136,
35673,09-000438,02-2-00145,13.92,-118.091,
35674,09-000456,02-2-00146,13.936,-118.136,
35675,09-000438,02-2-00145,13.92,-118.091,
35676,09-000456,02-2-00146,13.936,-118.136,
35677,09-000438,02-2-00145,13.92,-118.091,
35678,09-000456,02-2-00146,13.936,-118.136,
35679,09-000438,02-2-00145,13.92,-118.091,
35680,09-001653,02-1-05468,13.958,-120.555,
35681,09-000505,02-1-05469,13.91,-120.799,
35682,09-000480,02-3-00272,13.695,-120.394,
35683,09-001333,02-1-05467,13.627,-120.063,
35684,09-001770,02-4-11678,13.055,-120.411,
35685,09-001653,02-1-05468,13.958,-120.555,
35686,09-000505,02-1-05469,13.91,-120.799,
35687,09-000480,02-3-00272,13.695,-120.394,
35688,09-001333,02-1-05467,13.627,-120.063,
35689,09-001770,02-4-11678,13.055,-120.411,
35690,09-001653,02-1-05468,13.958,-120.555,
35691,09-000505,02-1-05469,13.91,-120.799,
35692,09-000480,02-3-00272,13.695,-120.394,
35693,09-001333,02-1-05467,13.627,-120.063,
35694,09-001770,02-4-11678,13.055,-120.411,
35695,09-001653,02-1-05468,13.958,-120.555,
35696,09-000505,02-1-05469,13.91,-120.799,
35697,09-000480,02-3-00272,13.695,-120.394,
35698,09-001333,02-1-05467,13.627,-120.063,
35699,09-001770,02-4-11678,13.055,-120.411,
35700,09-001864,02-4-11168,13.954,-122.052,
35701,09-003400,02-4-11166,13.947,-122.246,
35702,09-000369,02-1-05480,13.926,-122.916,3
35703,09-003342,02-4-11161,13.916,-122.598,
35704,09-000533,02-1-05478,13.732,-122.639,
35705,09-000299,02-1-05477,13.73,-122.361,3
35706,09-002883,02-4-11282,13.706,-122.791,
35707,09-001857,02-1-05476,13.578,-122.002,
35708,09-000145,02-1-05479,13.465,-122.898,4
35709,09-001320,02-4-11277,13.406,-122.25,
35710,09-002633,02-1-05483,13.179,-122.926,
35711,09-002331,02-4-11665,13.022,-122.417,
35712,09-001864,02-4-11168,13.954,-122.052,
35713,09-003400,02-4-11166,13.947,-122.246,
35714,09-000369,02-1-05480,13.926,-122.916,3
35715,09-003342,02-4-11161,13.916,-122.598,
35716,09-000533,02-1-05478,13.732,-122.639,
35717,09-000299,02-1-05477,13.73,-122.361,3
35718,09-002883,02-4-11282,13.706,-122.791,
35719,09-001857,02-1-05476,13.578,-122.002,
35720,09-000145,02-1-05479,13.465,-122.898,4
35721,09-001320,02-4-11277,13.406,-122.25,
35722,09-002633,02-1-05483,13.179,-122.926,
35723,09-002331,02-4-11665,13.022,-122.417,
35724,09-001864,02-4-11168,13.954,-122.052,
35725,09-003400,02-4-11166,13.947,-122.246,
35726,09-000369,02-1-05480,13.926,-122.916,3
35727,09-003342,02-4-11161,13.916,-122.598,
35728,09-000533,02-1-05478,13.732,-122.639,
35729,09-000299,02-1-05477,13.73,-122.361,3
35730,09-002883,02-4-11282,13.706,-122.791,
35731,09-001857,02-1-05476,13.578,-122.002,
35732,09-000145,02-1-05479,13.465,-122.898,4
35733,09-001320,02-4-11277,13.406,-122.25,
35734,09-002633,02-1-05483,13.179,-122.926,
35735,09-002331,02-4-11665,13.022,-122.417,
35736,09-001864,02-4-11168,13.954,-122.052,
35737,09-003400,02-4-11166,13.947,-122.246,
35738,09-000369,02-1-05480,13.926,-122.916,3
35739,09-003342,02-4-11161,13.916,-122.598,
35740,09-000533,02-1-05478,13.732,-122.639,
35741,09-000299,02-1-05477,13.73,-122.361,3
35742,09-002883,02-4-11282,13.706,-122.791,
35743,09-001857,02-1-05476,13.578,-122.002,
35744,09-000145,02-1-05479,13.465,-122.898,4
35745,09-001320,02-4-11277,13.406,-122.25,
35746,09-002633,02-1-05483,13.179,-122.926,
35747,09-002331,02-4-11665,13.022,-122.417,
35748,09-001069,02-1-05484,13.451,-123.863,
35749,09-002493,02-1-05486,13.286,-123.683,
35750,09-002619,02-1-05485,13.261,-123.693,
35751,09-003379,02-4-11653,13.191,-123.386,
35752,09-000129,02-1-05487,13.174,-123.875,3
35753,09-002229,,13.116,-123.429,#N/A
35754,09-002266,02-4-11656,13.07,-123.431,
35755,09-001340,02-4-11650,13.028,-123.823,
35756,09-001069,02-1-05484,13.451,-123.863,
35757,09-002493,02-1-05486,13.286,-123.683,
35758,09-002619,02-1-05485,13.261,-123.693,
35759,09-003379,02-4-11653,13.191,-123.386,
35760,09-000129,02-1-05487,13.174,-123.875,3
35761,09-002229,,13.116,-123.429,#N/A
35762,09-002266,02-4-11656,13.07,-123.431,
35763,09-001340,02-4-11650,13.028,-123.823,
35764,09-001069,02-1-05484,13.451,-123.863,
35765,09-002493,02-1-05486,13.286,-123.683,
35766,09-002619,02-1-05485,13.261,-123.693,
35767,09-003379,02-4-11653,13.191,-123.386,
35768,09-000129,02-1-05487,13.174,-123.875,3
35769,09-002229,,13.116,-123.429,#N/A
35770,09-002266,02-4-11656,13.07,-123.431,
35771,09-001340,02-4-11650,13.028,-123.823,
35772,09-001069,02-1-05484,13.451,-123.863,
35773,09-002493,02-1-05486,13.286,-123.683,
35774,09-002619,02-1-05485,13.261,-123.693,
35775,09-003379,02-4-11653,13.191,-123.386,
35776,09-000129,02-1-05487,13.174,-123.875,3
35777,09-002229,,13.116,-123.429,#N/A
35778,09-002266,02-4-11656,13.07,-123.431,
35779,09-001340,02-4-11650,13.028,-123.823,
35780,09-000639,02-2-00153,13.242,-125.171,
35781,09-003137,02-1-05492,13.037,-125.151,
35782,09-000639,02-2-00153,13.242,-125.171,
35783,09-003137,02-1-05492,13.037,-125.151,
35784,09-000639,02-2-00153,13.242,-125.171,
35785,09-003137,02-1-05492,13.037,-125.151,
35786,09-000639,02-2-00153,13.242,-125.171,
35787,09-003137,02-1-05492,13.037,-125.151,
35788,09-000402,02-1-05494,13.987,-129.231,4
35789,09-001763,02-1-05493,13.098,-129.571,
35790,09-000402,02-1-05494,13.987,-129.231,4
35791,09-001763,02-1-05493,13.098,-129.571,
35792,09-000402,02-1-05494,13.987,-129.231,4
35793,09-001763,02-1-05493,13.098,-129.571,
35794,09-000402,02-1-05494,13.987,-129.231,4
35795,09-001763,02-1-05493,13.098,-129.571,
35796,09-001984,02-1-05497,13.581,-132.363,
35797,09-002978,02-4-11300,13.462,-132.539,
35798,09-000700,02-1-05496,13.044,-132.477,
35799,09-001984,02-1-05497,13.581,-132.363,
35800,09-002978,02-4-11300,13.462,-132.539,
35801,09-000700,02-1-05496,13.044,-132.477,
35802,09-001984,02-1-05497,13.581,-132.363,
35803,09-002978,02-4-11300,13.462,-132.539,
