,v1,v2,latitude,longitude,degradation_state
35804,09-000700,02-1-05496,13.044,-132.477,
35805,09-001984,02-1-05497,13.581,-132.363,
35806,09-002978,02-4-11300,13.462,-132.539,
35807,09-000700,02-1-05496,13.044,-132.477,
35808,09-001485,02-4-11200,13.915,-91.221,
35809,09-001291,02-1-05435,13.835,-91.257,
35810,09-000628,02-1-05439,13.229,-91.809,
35811,09-002158,02-4-11705,13.17,-91.312,
35812,09-000491,02-1-05438,13.038,-91.216,
35813,09-001485,02-4-11200,13.915,-91.221,
35814,09-001291,02-1-05435,13.835,-91.257,
35815,09-000628,02-1-05439,13.229,-91.809,
35816,09-002158,02-4-11705,13.17,-91.312,
35817,09-000491,02-1-05438,13.038,-91.216,
35818,09-001485,02-4-11200,13.915,-91.221,
35819,09-001291,02-1-05435,13.835,-91.257,
35820,09-000628,02-1-05439,13.229,-91.809,
35821,09-002158,02-4-11705,13.17,-91.312,
35822,09-000491,02-1-05438,13.038,-91.216,
35823,09-001485,02-4-11200,13.915,-91.221,
35824,09-001291,02-1-05435,13.835,-91.257,
35825,09-000628,02-1-05439,13.229,-91.809,
35826,09-002158,02-4-11705,13.17,-91.312,
35827,09-000491,02-1-05438,13.038,-91.216,
35828,09-001195,02-1-05448,13.527,-97.313,
35829,09-001195,02-1-05448,13.527,-97.313,
35830,09-001195,02-1-05448,13.527,-97.313,
35831,09-001195,02-1-05448,13.527,-97.313,
35832,09-000570,02-1-05449,13.234,-98.386,
35833,09-000570,02-1-05449,13.234,-98.386,
35834,09-000570,02-1-05449,13.234,-98.386,
35835,09-000570,02-1-05449,13.234,-98.386,
35836,15-004908,14-4-14326,13.891,161.125,
35837,15-006057,14-4-14325,13.799,161.501,
35838,15-001157,,13.649,161.294,#N/A
35839,15-000334,14-1-08453,13.513,161.507,3
35840,15-001292,14-1-08455,13.168,161.161,
35841,15-006886,14-4-14177,13.031,161.936,
35842,15-004908,14-4-14326,13.891,161.125,
35843,15-006057,14-4-14325,13.799,161.501,
35844,15-001157,,13.649,161.294,#N/A
35845,15-000334,14-1-08453,13.513,161.507,3
35846,15-001292,14-1-08455,13.168,161.161,
35847,15-006886,14-4-14177,13.031,161.936,
35848,15-004908,14-4-14326,13.891,161.125,
35849,15-006057,14-4-14325,13.799,161.501,
35850,15-001157,,13.649,161.294,#N/A
35851,15-000334,14-1-08453,13.513,161.507,3
35852,15-001292,14-1-08455,13.168,161.161,
35853,15-006886,14-4-14177,13.031,161.936,
35854,15-004908,14-4-14326,13.891,161.125,
35855,15-006057,14-4-14325,13.799,161.501,
35856,15-001157,,13.649,161.294,#N/A
35857,15-000334,14-1-08453,13.513,161.507,3
35858,15-001292,14-1-08455,13.168,161.161,
35859,15-006886,14-4-14177,13.031,161.936,
35860,15-000354,14-1-08446,13.765,164.171,2
35861,15-001044,14-1-08440,13.511,164.023,3
35862,15-000370,14-1-08444,13.357,164.159,3
35863,15-000081,14-1-08445,13.323,164.294,3
35864,15-006760,14-4-14188,13.319,164.831,
35865,15-006146,14-4-14186,13.31,164.163,
35866,15-001509,14-1-08437,13.174,164.922,
35867,15-005116,14-4-14187,13.105,164.49,
35868,15-004519,14-4-14185,13.073,164.014,
35869,15-000354,14-1-08446,13.765,164.171,2
35870,15-001044,14-1-08440,13.511,164.023,3
35871,15-000370,14-1-08444,13.357,164.159,3
35872,15-000081,14-1-08445,13.323,164.294,3
35873,15-006760,14-4-14188,13.319,164.831,
35874,15-006146,14-4-14186,13.31,164.163,
35875,15-001509,14-1-08437,13.174,164.922,
35876,15-005116,14-4-14187,13.105,164.49,
35877,15-004519,14-4-14185,13.073,164.014,
35878,15-000354,14-1-08446,13.765,164.171,2
35879,15-001044,14-1-08440,13.511,164.023,3
35880,15-000370,14-1-08444,13.357,164.159,3
35881,15-000081,14-1-08445,13.323,164.294,3
35882,15-006760,14-4-14188,13.319,164.831,
35883,15-006146,14-4-14186,13.31,164.163,
35884,15-001509,14-1-08437,13.174,164.922,
35885,15-005116,14-4-14187,13.105,164.49,
35886,15-004519,14-4-14185,13.073,164.014,
35887,15-000354,14-1-08446,13.765,164.171,2
35888,15-001044,14-1-08440,13.511,164.023,3
35889,15-000370,14-1-08444,13.357,164.159,3
35890,15-000081,14-1-08445,13.323,164.294,3
35891,15-006760,14-4-14188,13.319,164.831,
35892,15-006146,14-4-14186,13.31,164.163,
35893,15-001509,14-1-08437,13.174,164.922,
35894,15-005116,14-4-14187,13.105,164.49,
35895,15-004519,14-4-14185,13.073,164.014,
35896,15-002701,14-4-14317,13.83,165.511,
35897,15-001934,14-1-08436,13.72,165.269,
35898,15-007306,14-4-14189,13.524,165.272,
35899,15-000124,14-1-08439,13.291,165.297,3
35900,15-000428,14-1-08438,13.101,165.255,2
35901,15-002701,14-4-14317,13.83,165.511,
35902,15-001934,14-1-08436,13.72,165.269,
35903,15-007306,14-4-14189,13.524,165.272,
35904,15-000124,14-1-08439,13.291,165.297,3
35905,15-000428,14-1-08438,13.101,165.255,2
35906,15-002701,14-4-14317,13.83,165.511,
35907,15-001934,14-1-08436,13.72,165.269,
35908,15-007306,14-4-14189,13.524,165.272,
35909,15-000124,14-1-08439,13.291,165.297,3
35910,15-000428,14-1-08438,13.101,165.255,2
35911,15-002701,14-4-14317,13.83,165.511,
35912,15-001934,14-1-08436,13.72,165.269,
35913,15-007306,14-4-14189,13.524,165.272,
35914,15-000124,14-1-08439,13.291,165.297,3
35915,15-000428,14-1-08438,13.101,165.255,2
35916,15-000430,14-1-08284,13.832,167.215,3
35917,15-000505,14-1-08285,13.739,167.197,3
35918,15-001383,14-1-08286,13.698,167.24,
35919,15-000854,14-1-08425,13.642,167.037,1
35920,15-001049,14-1-08421,13.564,167.227,3
35921,15-007456,14-4-14195,13.54,167.817,
35922,15-000201,14-1-08428,13.341,167.042,2
35923,15-001510,14-1-08420,13.339,167.214,
35924,15-000086,14-1-08422,13.256,167.505,4
35925,15-002037,14-1-08429,13.003,167.15,
35926,15-000430,14-1-08284,13.832,167.215,3
35927,15-000505,14-1-08285,13.739,167.197,3
35928,15-001383,14-1-08286,13.698,167.24,
35929,15-000854,14-1-08425,13.642,167.037,1
35930,15-001049,14-1-08421,13.564,167.227,3
35931,15-007456,14-4-14195,13.54,167.817,
35932,15-000201,14-1-08428,13.341,167.042,2
35933,15-001510,14-1-08420,13.339,167.214,
35934,15-000086,14-1-08422,13.256,167.505,4
35935,15-002037,14-1-08429,13.003,167.15,
35936,15-000430,14-1-08284,13.832,167.215,3
35937,15-000505,14-1-08285,13.739,167.197,3
35938,15-001383,14-1-08286,13.698,167.24,
35939,15-000854,14-1-08425,13.642,167.037,1
35940,15-001049,14-1-08421,13.564,167.227,3
35941,15-007456,14-4-14195,13.54,167.817,
35942,15-000201,14-1-08428,13.341,167.042,2
35943,15-001510,14-1-08420,13.339,167.214,
35944,15-000086,14-1-08422,13.256,167.505,4
35945,15-002037,14-1-08429,13.003,167.15,
35946,15-000430,14-1-08284,13.832,167.215,3
35947,15-000505,14-1-08285,13.739,167.197,3
35948,15-001383,14-1-08286,13.698,167.24,
35949,15-000854,14-1-08425,13.642,167.037,1
35950,15-001049,14-1-08421,13.564,167.227,3
35951,15-007456,14-4-14195,13.54,167.817,
35952,15-000201,14-1-08428,13.341,167.042,2
35953,15-001510,14-1-08420,13.339,167.214,
35954,15-000086,14-1-08422,13.256,167.505,4
35955,15-002037,14-1-08429,13.003,167.15,
35956,15-005149,14-1-08303,13.993,169.683,
35957,15-000487,14-1-08294,13.849,169.336,3
35958,15-004707,14-4-14313,13.763,169.742,
35959,15-002231,14-1-08414,13.622,169.714,
35960,15-000312,14-1-08407,13.617,169.867,3
35961,15-006132,14-4-14312,13.602,169.754,
35962,15-001100,14-1-08415,13.488,169.031,3
35963,15-005621,14-4-14201,13.481,169.01,
35964,15-003542,14-4-14203,13.172,169.951,
35965,15-006664,14-4-14200,13.074,169.036,
35966,15-005149,14-1-08303,13.993,169.683,
35967,15-000487,14-1-08294,13.849,169.336,3
35968,15-004707,14-4-14313,13.763,169.742,
35969,15-002231,14-1-08414,13.622,169.714,
35970,15-000312,14-1-08407,13.617,169.867,3
35971,15-006132,14-4-14312,13.602,169.754,
35972,15-001100,14-1-08415,13.488,169.031,3
35973,15-005621,14-4-14201,13.481,169.01,
35974,15-003542,14-4-14203,13.172,169.951,
35975,15-006664,14-4-14200,13.074,169.036,
35976,15-005149,14-1-08303,13.993,169.683,
35977,15-000487,14-1-08294,13.849,169.336,3
35978,15-004707,14-4-14313,13.763,169.742,
35979,15-002231,14-1-08414,13.622,169.714,
35980,15-000312,14-1-08407,13.617,169.867,3
35981,15-006132,14-4-14312,13.602,169.754,
35982,15-001100,14-1-08415,13.488,169.031,3
35983,15-005621,14-4-14201,13.481,169.01,
35984,15-003542,14-4-14203,13.172,169.951,
35985,15-006664,14-4-14200,13.074,169.036,
35986,15-005149,14-1-08303,13.993,169.683,
35987,15-000487,14-1-08294,13.849,169.336,3
35988,15-004707,14-4-14313,13.763,169.742,
35989,15-002231,14-1-08414,13.622,169.714,
35990,15-000312,14-1-08407,13.617,169.867,3
35991,15-006132,14-4-14312,13.602,169.754,
35992,15-001100,14-1-08415,13.488,169.031,3
35993,15-005621,14-4-14201,13.481,169.01,
35994,15-003542,14-4-14203,13.172,169.951,
35995,15-006664,14-4-14200,13.074,169.036,
35996,15-002949,14-4-14306,13.864,171.881,
35997,15-002590,14-4-14307,13.724,171.079,
35998,15-000067,14-1-08310,13.732,171.801,1
35999,15-000529,14-1-08410,13.675,171.096,1
36000,15-000034,,13.423,171.285,#N/A
36001,15-004233,14-4-14211,13.474,171.976,
36002,15-001589,14-4-14210,13.372,171.722,
36003,15-000446,14-1-08401,13.318,171.487,4
36004,15-002949,14-4-14306,13.864,171.881,
36005,15-002590,14-4-14307,13.724,171.079,
36006,15-000067,14-1-08310,13.732,171.801,1
36007,15-000529,14-1-08410,13.675,171.096,1
36008,15-000034,,13.423,171.285,#N/A
36009,15-004233,14-4-14211,13.474,171.976,
36010,15-001589,14-4-14210,13.372,171.722,
36011,15-000446,14-1-08401,13.318,171.487,4
36012,15-002949,14-4-14306,13.864,171.881,
36013,15-002590,14-4-14307,13.724,171.079,
36014,15-000067,14-1-08310,13.732,171.801,1
36015,15-000529,14-1-08410,13.675,171.096,1
36016,15-000034,,13.423,171.285,#N/A
36017,15-004233,14-4-14211,13.474,171.976,
36018,15-001589,14-4-14210,13.372,171.722,
36019,15-000446,14-1-08401,13.318,171.487,4
36020,15-002949,14-4-14306,13.864,171.881,
36021,15-002590,14-4-14307,13.724,171.079,
36022,15-000067,14-1-08310,13.732,171.801,1
36023,15-000529,14-1-08410,13.675,171.096,1
36024,15-000034,,13.423,171.285,#N/A
36025,15-004233,14-4-14211,13.474,171.976,
36026,15-001589,14-4-14210,13.372,171.722,
36027,15-000446,14-1-08401,13.318,171.487,4
36028,09-003069,02-1-05428,14.488,-99.89,
36029,09-003069,02-1-05428,14.488,-99.89,
36030,09-003069,02-1-05428,14.488,-99.89,
36031,09-003069,02-1-05428,14.488,-99.89,
36032,09-000161,02-1-05423,14.811,-103.698,3
36033,09-000161,02-1-05423,14.811,-103.698,3
36034,09-000161,02-1-05423,14.811,-103.698,3
36035,09-000161,02-1-05423,14.811,-103.698,3
36036,09-000746,02-1-05421,14.622,-105.021,
36037,09-000746,02-1-05421,14.622,-105.021,
36038,09-000746,02-1-05421,14.622,-105.021,
36039,09-000746,02-1-05421,14.622,-105.021,
36040,09-001639,02-1-05459,14.153,-110.504,
36041,09-002590,02-1-05460,14.111,-110.445,
36042,09-001639,02-1-05459,14.153,-110.504,
36043,09-002590,02-1-05460,14.111,-110.445,
36044,09-001639,02-1-05459,14.153,-110.504,
36045,09-002590,02-1-05460,14.111,-110.445,
36046,09-001639,02-1-05459,14.153,-110.504,
36047,09-002590,02-1-05460,14.111,-110.445,
36048,09-000029,02-1-05462,14.008,-111.703,1
36049,09-000029,02-1-05462,14.008,-111.703,1
36050,09-000029,02-1-05462,14.008,-111.703,1
36051,09-000029,02-1-05462,14.008,-111.703,1
36052,09-003205,02-4-10785,14.846,-114.525,
36053,09-000541,02-1-05418,14.783,-114.523,
36054,09-001646,02-4-10786,14.644,-114.619,
36055,09-000555,,14.231,-114.951,#N/A
36056,09-003205,02-4-10785,14.846,-114.525,
36057,09-000541,02-1-05418,14.783,-114.523,
36058,09-001646,02-4-10786,14.644,-114.619,
36059,09-000555,,14.231,-114.951,#N/A
36060,09-003205,02-4-10785,14.846,-114.525,
36061,09-000541,02-1-05418,14.783,-114.523,
36062,09-001646,02-4-10786,14.644,-114.619,
36063,09-000555,,14.231,-114.951,#N/A
36064,09-003205,02-4-10785,14.846,-114.525,
36065,09-000541,02-1-05418,14.783,-114.523,
36066,09-001646,02-4-10786,14.644,-114.619,
36067,09-000555,,14.231,-114.951,#N/A
36068,09-001184,02-1-05413,14.902,-116.787,
36069,09-002235,02-4-10790,14.547,-116.767,
36070,09-001184,02-1-05413,14.902,-116.787,
36071,09-002235,02-4-10790,14.547,-116.767,
36072,09-001184,02-1-05413,14.902,-116.787,
36073,09-002235,02-4-10790,14.547,-116.767,
36074,09-001184,02-1-05413,14.902,-116.787,
36075,09-002235,02-4-10790,14.547,-116.767,
36076,09-000662,02-1-05407,14.894,-118.916,
36077,09-002380,02-4-10797,14.767,-118.459,
36078,09-003452,02-4-10798,14.639,-118.741,
36079,09-001225,02-1-05408,14.358,-118.98,
36080,09-000662,02-1-05407,14.894,-118.916,
36081,09-002380,02-4-10797,14.767,-118.459,
36082,09-003452,02-4-10798,14.639,-118.741,
36083,09-001225,02-1-05408,14.358,-118.98,
36084,09-000662,02-1-05407,14.894,-118.916,
36085,09-002380,02-4-10797,14.767,-118.459,
36086,09-003452,02-4-10798,14.639,-118.741,
36087,09-001225,02-1-05408,14.358,-118.98,
36088,09-000662,02-1-05407,14.894,-118.916,
36089,09-002380,02-4-10797,14.767,-118.459,
36090,09-003452,02-4-10798,14.639,-118.741,
36091,09-001225,02-1-05408,14.358,-118.98,
36092,09-000087,,14.617,-119.567,#N/A
36093,09-000255,02-1-05405,14.439,-119.899,4
36094,09-002298,02-4-11175,14.284,-119.48,
36095,09-000087,,14.617,-119.567,#N/A
36096,09-000255,02-1-05405,14.439,-119.899,4
36097,09-002298,02-4-11175,14.284,-119.48,
36098,09-000087,,14.617,-119.567,#N/A
36099,09-000255,02-1-05405,14.439,-119.899,4
36100,09-002298,02-4-11175,14.284,-119.48,
36101,09-000087,,14.617,-119.567,#N/A
36102,09-000255,02-1-05405,14.439,-119.899,4
36103,09-002298,02-4-11175,14.284,-119.48,
36104,09-001399,02-1-05401,14.424,-121.683,
36105,09-000849,02-1-05402,14.309,-121.716,
36106,09-001399,02-1-05401,14.424,-121.683,
36107,09-000849,02-1-05402,14.309,-121.716,
36108,09-001399,02-1-05401,14.424,-121.683,
36109,09-000849,02-1-05402,14.309,-121.716,
36110,09-001399,02-1-05401,14.424,-121.683,
36111,09-000849,02-1-05402,14.309,-121.716,
36112,09-002126,02-1-05391,14.912,-125.722,
36113,09-002126,02-1-05391,14.912,-125.722,
36114,09-002126,02-1-05391,14.912,-125.722,
36115,09-002126,02-1-05391,14.912,-125.722,
36116,09-000182,02-1-05495,14.084,-129.358,4
36117,09-000182,02-1-05495,14.084,-129.358,4
36118,09-000182,02-1-05495,14.084,-129.358,4
36119,09-000182,02-1-05495,14.084,-129.358,4
36120,09-001288,02-4-10827,14.644,-130.908,
36121,09-001288,02-4-10827,14.644,-130.908,
36122,09-001288,02-4-10827,14.644,-130.908,
36123,09-001288,02-4-10827,14.644,-130.908,
36124,09-000321,02-1-05444,14.25,-90.259,3
36125,09-000126,02-1-05443,14.229,-90.461,2
36126,09-002541,02-1-05441,14.185,-90.846,
36127,09-003319,02-4-11202,14.143,-90.557,
36128,09-001178,02-1-05442,14.136,-90.747,
36129,09-002308,02-4-11201,14.038,-90.876,
36130,09-000321,02-1-05444,14.25,-90.259,3
36131,09-000126,02-1-05443,14.229,-90.461,2
36132,09-002541,02-1-05441,14.185,-90.846,
36133,09-003319,02-4-11202,14.143,-90.557,
36134,09-001178,02-1-05442,14.136,-90.747,
36135,09-002308,02-4-11201,14.038,-90.876,
36136,09-000321,02-1-05444,14.25,-90.259,3
36137,09-000126,02-1-05443,14.229,-90.461,2
36138,09-002541,02-1-05441,14.185,-90.846,
36139,09-003319,02-4-11202,14.143,-90.557,
36140,09-001178,02-1-05442,14.136,-90.747,
36141,09-002308,02-4-11201,14.038,-90.876,
36142,09-000321,02-1-05444,14.25,-90.259,3
36143,09-000126,02-1-05443,14.229,-90.461,2
36144,09-002541,02-1-05441,14.185,-90.846,
36145,09-003319,02-4-11202,14.143,-90.557,
36146,09-001178,02-1-05442,14.136,-90.747,
36147,09-002308,02-4-11201,14.038,-90.876,
36148,09-001297,02-1-05440,14.153,-91.341,
36149,09-003153,02-4-11199,14.049,-91.303,
36150,09-001297,02-1-05440,14.153,-91.341,
36151,09-003153,02-4-11199,14.049,-91.303,
36152,09-001297,02-1-05440,14.153,-91.341,
36153,09-003153,02-4-11199,14.049,-91.303,
36154,09-001297,02-1-05440,14.153,-91.341,
36155,09-003153,02-4-11199,14.049,-91.303,
36156,09-003183,02-4-10769,14.854,-95.152,
36157,09-003183,02-4-10769,14.854,-95.152,
36158,09-003183,02-4-10769,14.854,-95.152,
36159,09-003183,02-4-10769,14.854,-95.152,
36160,09-001084,02-1-05430,14.437,-97.455,
36161,09-001084,02-1-05430,14.437,-97.455,
36162,09-001084,02-1-05430,14.437,-97.455,
36163,09-001084,02-1-05430,14.437,-97.455,
36164,09-002607,02-4-10771,14.791,-98.103,
36165,09-001546,02-1-05429,14.479,-98.511,
36166,09-002607,02-4-10771,14.791,-98.103,
36167,09-001546,02-1-05429,14.479,-98.511,
36168,09-002607,02-4-10771,14.791,-98.103,
36169,09-001546,02-1-05429,14.479,-98.511,
36170,09-002607,02-4-10771,14.791,-98.103,
36171,09-001546,02-1-05429,14.479,-98.511,
36172,15-002044,,14.88,165.707,#N/A
36173,15-001222,14-1-08272,14.763,165.021,
36174,15-001331,14-1-08276,14.698,165.9,
36175,15-002035,14-4-15750,14.408,165.282,
36176,15-005935,14-4-15748,14.398,165.165,
36177,15-002044,,14.88,165.707,#N/A
36178,15-001222,14-1-08272,14.763,165.021,
36179,15-001331,14-1-08276,14.698,165.9,
36180,15-002035,14-4-15750,14.408,165.282,
36181,15-005935,14-4-15748,14.398,165.165,
36182,15-002044,,14.88,165.707,#N/A
36183,15-001222,14-1-08272,14.763,165.021,
36184,15-001331,14-1-08276,14.698,165.9,
36185,15-002035,14-4-15750,14.408,165.282,
36186,15-005935,14-4-15748,14.398,165.165,
36187,15-002044,,14.88,165.707,#N/A
36188,15-001222,14-1-08272,14.763,165.021,
36189,15-001331,14-1-08276,14.698,165.9,
36190,15-002035,14-4-15750,14.408,165.282,
36191,15-005935,14-4-15748,14.398,165.165,
36192,15-001465,14-1-08277,14.879,166.681,
36193,15-000019,,14.782,166.845,#N/A
36194,15-001465,14-1-08277,14.879,166.681,
36195,15-000019,,14.782,166.845,#N/A
36196,15-001465,14-1-08277,14.879,166.681,
36197,15-000019,,14.782,166.845,#N/A
36198,15-001465,14-1-08277,14.879,166.681,
36199,15-000019,,14.782,166.845,#N/A
36200,15-003266,14-4-15859,14.955,167.55,
36201,15-000942,14-4-15858,14.922,167.823,
36202,15-001016,14-1-08281,14.84,167.42,1
36203,15-000882,14-1-08290,14.766,167.903,2
36204,15-003042,14-4-15756,14.744,167.705,
36205,15-001424,14-1-08282,14.678,167.255,
36206,15-001230,14-1-08283,14.497,167.615,
36207,15-005035,14-4-15753,14.411,167.436,
36208,15-001236,14-1-08280,14.411,167.142,
36209,15-004359,14-4-15754,14.31,167.604,
36210,15-003570,14-4-15755,14.231,167.528,
36211,15-003266,14-4-15859,14.955,167.55,
36212,15-000942,14-4-15858,14.922,167.823,
36213,15-001016,14-1-08281,14.84,167.42,1
36214,15-000882,14-1-08290,14.766,167.903,2
36215,15-003042,14-4-15756,14.744,167.705,
36216,15-001424,14-1-08282,14.678,167.255,
36217,15-001230,14-1-08283,14.497,167.615,
36218,15-005035,14-4-15753,14.411,167.436,
36219,15-001236,14-1-08280,14.411,167.142,
36220,15-004359,14-4-15754,14.31,167.604,
36221,15-003570,14-4-15755,14.231,167.528,
36222,15-003266,14-4-15859,14.955,167.55,
36223,15-000942,14-4-15858,14.922,167.823,
36224,15-001016,14-1-08281,14.84,167.42,1
36225,15-000882,14-1-08290,14.766,167.903,2
36226,15-003042,14-4-15756,14.744,167.705,
36227,15-001424,14-1-08282,14.678,167.255,
36228,15-001230,14-1-08283,14.497,167.615,
36229,15-005035,14-4-15753,14.411,167.436,
36230,15-001236,14-1-08280,14.411,167.142,
36231,15-004359,14-4-15754,14.31,167.604,
36232,15-003570,14-4-15755,14.231,167.528,
36233,15-003266,14-4-15859,14.955,167.55,
36234,15-000942,14-4-15858,14.922,167.823,
36235,15-001016,14-1-08281,14.84,167.42,1
36236,15-000882,14-1-08290,14.766,167.903,2
36237,15-003042,14-4-15756,14.744,167.705,
36238,15-001424,14-1-08282,14.678,167.255,
36239,15-001230,14-1-08283,14.497,167.615,
36240,15-005035,14-4-15753,14.411,167.436,
36241,15-001236,14-1-08280,14.411,167.142,
36242,15-004359,14-4-15754,14.31,167.604,
36243,15-003570,14-4-15755,14.231,167.528,
36244,15-000486,14-1-08288,14.883,168.279,1
36245,15-000094,14-1-08289,14.616,168.009,3
36246,15-007365,14-4-15758,14.587,168.922,
36247,15-001234,14-1-08287,14.566,168.301,
36248,15-000486,14-1-08288,14.883,168.279,1
36249,15-000094,14-1-08289,14.616,168.009,3
36250,15-007365,14-4-15758,14.587,168.922,
36251,15-001234,14-1-08287,14.566,168.301,
36252,15-000486,14-1-08288,14.883,168.279,1
36253,15-000094,14-1-08289,14.616,168.009,3
36254,15-007365,14-4-15758,14.587,168.922,
36255,15-001234,14-1-08287,14.566,168.301,
36256,15-000486,14-1-08288,14.883,168.279,1
36257,15-000094,14-1-08289,14.616,168.009,3
36258,15-007365,14-4-15758,14.587,168.922,
36259,15-001234,14-1-08287,14.566,168.301,
36260,15-001267,14-1-08313,14.892,172.241,
36261,15-000127,14-1-08319,14.772,172.221,1
36262,15-003040,14-1-08314,14.71,172.655,
36263,15-007388,14-4-15773,14.35,172.724,
36264,15-004847,14-4-15774,14.339,172.98,
36265,15-000346,14-1-08315,14.162,172.514,3
36266,15-001267,14-1-08313,14.892,172.241,
36267,15-000127,14-1-08319,14.772,172.221,1
36268,15-003040,14-1-08314,14.71,172.655,
36269,15-007388,14-4-15773,14.35,172.724,
36270,15-004847,14-4-15774,14.339,172.98,
36271,15-000346,14-1-08315,14.162,172.514,3
36272,15-001267,14-1-08313,14.892,172.241,
36273,15-000127,14-1-08319,14.772,172.221,1
36274,15-003040,14-1-08314,14.71,172.655,
36275,15-007388,14-4-15773,14.35,172.724,
36276,15-004847,14-4-15774,14.339,172.98,
36277,15-000346,14-1-08315,14.162,172.514,3
36278,15-001267,14-1-08313,14.892,172.241,
36279,15-000127,14-1-08319,14.772,172.221,1
36280,15-003040,14-1-08314,14.71,172.655,
